layer,unit,summary
layer4,1361,circular
layer4,1389,"these re circular objects, guitars, backs, and clothes"
layer4,1389,green trees
layer4,1389,"dog, clothing, basket"
layer3,303,dogs
layer3,303,face of animal
layer3,303,canine and feline faces
layer2,225,white lettering and land animals
layer2,225,straight lines
layer2,225,parts of thin lines
layer4,207,wooden and other patterned objects
layer4,207,brooms
layer4,207,look like an ear of corn
layer4,545,"dog walking in grass, a parrot in the trees, a mouse loking at another mouse, foot of a dog, toy container, bottom of skirt"
layer4,545,animals
layer4,545,white shaggy dogs
layer4,1255,"cars, boats, and rivers, a race competition, a climber on the side of a mountain"
layer4,1255,"vehicles, animals and sticks"
layer4,1255,object against background
layer4,1518,"animal, elbow"
layer4,1518,animals and torches
layer4,1518,items with angles
layer3,294,noses on dogs
layer3,294,the images have black in them
layer3,294,brighter areas within objects
layer3,74,people playing string instruments
layer3,74,musical instruments and leashes
layer3,74,musical instruments
layer4,124,animal heads and rock formations shaped similarly
layer4,124,faces
layer4,124,faces of people
layer4,841,"a dog in the grass, a front side of a wallet, a crossword puzzle with pen, spider hanging, stem of an apple, elephant trunk, bird on a branch"
layer4,841,animals and pen shaped objects
layer4,841,dogs and greenery
layer4,961,"bird on a pole, person holding a shovel, neckline of shirt, sign someone is holding"
layer4,961,people and poles
layer4,961,wooden poles
layer4,1786,clear view of a white and blue sky
layer4,1786,multiple items that are similar
layer4,1786,backgrounds in pictures
layer1,197,"graphic on a package, stripes on a hat, lines on a jet"
layer1,197,stripes or dots in them
layer1,197,things with ridges
layer3,124,yellow dots
layer3,124,faces of animals and small balls
layer3,124,tags and name plates that are on things
layer4,1172,animals
layer4,1172,brown dogs and cats
layer4,1172,pictures of animal
layer4,1003,"dogs, electronics and brick wall"
layer4,1003,"areas with dark, thin objects"
layer4,1003,human hands holding objects
layer1,7,"space on the letter's on a volley ball, a hawk flying through a sky"
layer1,7,white outlines of certain areas
layer1,7,"logo, doll, animal"
layer1,117,electronics and white shirts
layer1,117,borders
layer1,117,lighter areas
layer3,566,white backgrounds and patterned objects
layer3,566,brown items with ridges
layer3,566,"nature, animal, person, white background"
layer4,216,"fabric, wood, and windows"
layer4,216,drapes and curtains that are red
layer4,216,curtains and rugs
layer4,542,animals and stick objects
layer4,542,areas containing lines and patterns
layer4,542,skinny wooden objects
layer4,863,black and white objects and animals
layer4,863,animals and grass
layer4,863,"texture areas; scales, fur, water and rock"
layer1,8,spots of the color white
layer1,8,"spaces on a dogs face, a space on a cat's head"
layer1,8,"animal, logo, person, truck"
layer1,126,rims of a wheel
layer1,126,white and black lettering
layer1,126,text like images
layer4,25,long needles and handles
layer4,25,the things that have a long area connected to a rounded area
layer4,25,"weight, pan, plunger, soup, trailer"
layer3,841,outlines of people and animals
layer3,841,hands of humans
layer3,841,a blocked design
layer4,673,objects that have a light source
layer4,673,lens flares
layer4,673,bright spots
layer4,1363,"vehicles, signs and barrels"
layer4,1363,parts of trucks
layer4,1363,square and rectangular geometry
layer4,1925,"box, building, birds, shoes, table"
layer4,1925,items with designs
layer4,1925,edges of objects
layer4,183,wild animals and nature
layer4,183,"animals, food, and things with bumps"
layer4,183,italian food and sea creatures
layer4,790,"the road, vehicles and counters"
layer4,790,"animal, nature, road, limo"
layer4,790,rounded edges in pictures
layer4,959,animals and musical instruments
layer4,959,human hands
layer4,959,"long, thin items in them"
layer4,1477,"an re or a trailer, a house, a to, a dog"
layer4,1477,windows or front panels on a number of different buildings and items
layer4,1477,items with angles
layer3,280,space above a blooming flower
layer3,280,green plants
layer3,280,out of focus textures interacting with lighting (or bokeh)
layer3,33,red lipsticks
layer3,33,light tube shaped objects such as arms or handles
layer3,33,arms and stems of objects
layer2,0,spots of the color white
layer2,0,wildcat animals
layer2,0,light sections of tan
layer2,390,vertical outlines of a object
layer2,390,small dots and skinny poles
layer2,390,"shark, person, water, pumpkin"
layer4,265,animals
layer4,265,furry or hairy objects
layer4,265,brown haired animals and humans
layer4,747,birds
layer4,747,items with curved areas
layer4,747,things outside
layer4,1029,round objects with holes
layer4,1029,objects with curved edges
layer4,1029,bathroom appliances
layer4,1761,"pen, a bus in a field, space on the left side of a book, a decorative shelf, a kid eating a snack"
layer4,1761,"pencils, pens, and other curved objects"
layer4,1761,items with straight features
conv1,6,borders of objects
conv1,6,a picture of a bunny with text below it
conv1,6,around the main object
layer2,293,stripes on a shoe
layer2,293,black and white stripes
layer2,293,the stripes of the colour
layer2,235,blue objects
layer2,235,blue areas on an object
layer2,235,almost impossible to discern what these objects are
layer4,27,circular objects and pens
layer4,27,metal objects
layer4,27,round items like clocks
layer4,544,arms
layer4,544,blue shirts
layer4,544,arms of things
layer4,784,animals and things with poles or legs
layer4,784,"long, thin objects"
layer4,784,rounded edges in pictures
layer4,1489,"casino slot machine, shirt someone's wearing, cabinet dresser"
layer4,1489,hands and poles
layer4,1489,items on other items
layer2,194,tongues of dogs
layer2,194,parts of background images that are light colors such as white or pink
layer2,194,red areas in picture
layer3,38,beaks of cranes
layer3,38,"heads and tails of animals, musical instruments and paddles"
layer3,38,rounded edges in pictures
layer4,1217,"basket, bird, fence"
layer4,1217,"baskets, fences and grates"
layer4,1217,baskets
layer4,298,balls and appliances
layer4,298,balls and rounded objects
layer4,298,small red round objects
layer4,1481,"dog, computer screen, dogs, pasture"
layer4,1481,"animals, appliances, and the ground"
layer4,1481,items on other items
layer3,452,circular objects like leashes and mouths
layer3,452,collars for animals
layer3,452,rounded edges in pictures
layer3,433,circular areas of animals
layer3,433,a pattern like a shell
layer3,433,rounded edges in pictures
layer4,319,animals and poles
layer4,319,household objects
layer4,319,rounded edges in pictures
layer4,1764,"a dog on the ground, a spider, truck, a van in a drive through, a tomato, a beetle, a women sitting on a bench"
layer4,1764,animals and vehicles
layer4,1764,"animals, people, insect, truck"
layer4,1778,"floor of a room, dog in the room, front of a dog, a table with flowers, a station with lettering on theground"
layer4,1778,"windows, tables and floors"
layer4,1778,two items that are connected
layer2,316,"musicians on stage, right side of a cat"
layer2,316,pink outlines of clothing and doorways
layer2,316,pink or purple areas
layer4,51,buttons and faucets
layer4,51,"lawn mower, screw, outlet, type written, dog, sign"
layer4,51,similar patterns
layer3,440,insect legs
layer3,440,legs of insects
layer3,440,spiders
layer4,617,animals and hobbies
layer4,617,brown dogs
layer4,617,people and dog faces
layer4,431,animals and plaques
layer4,431,animal faces and rectangular objects
layer4,431,dogs
layer4,1676,"shopping cart, wine glass, guitar"
layer4,1676,"animals, guitars and cups"
layer4,1676,two items that are connected
layer2,21,"firetrucks, a camera, a vaulted dome ceiling, a radio with knobs, text on a computer screen"
layer2,21,areas adjacent to black spots
layer2,21,arched lines
layer2,476,spots of the color white
layer2,476,the bottom of lines
layer2,476,small gaps of space directly underneath a little black object
layer3,711,birds and turtles
layer3,711,bird necks
layer3,711,include birds
layer4,885,fur of animals and keyboards
layer4,885,"grids, buttons and fur"
layer4,885,objects with dark spots
layer4,942,"between two trees, birds int eh water, a person playing with magnifying glasses, a sail in the sky"
layer4,942,thee are birds and things that look like coils
layer4,942,mouths and parachutes
layer4,1708,"a man standing next to a dog, a dog looking right"
layer4,1708,eye or eye-chaped crevices on faces or face-like objects
layer4,1708,these objects have items that are curved
layer3,395,household appliances
layer3,395,pure white background
layer3,395,white areas in picture
layer4,4,round objects with circular patterns
layer4,4,mesh
layer4,4,similar patterns
layer4,455,"objects in cases, animals and structures"
layer4,455,furry animals
layer4,455,pictures of animal
layer4,752,"handles, rooms and poles"
layer4,752,long lines and corners
layer4,752,metal objects
layer4,2028,"faces of friends, na kid on the floor, dog's face, ambulance, beetle"
layer4,2028,"eyes of pets and people, as well as a bunch of different types of vehicles"
layer4,2028,items that are connected
layer4,1848,"keys, boxes and ladders"
layer4,1848,multiple items that are similar
layer4,1848,rounded edges in pictures
layer2,472,"blimp in the air, penguins walking around, a speedometer, a van going down theroad, flowers around a dog"
layer2,472,the ears of different animals
layer2,472,orange areas in picture
layer3,431,beige backgrounds
layer3,431,tan and green colored spots
layer3,431,the edge of objects or things
layer3,889,red items
layer3,889,orange objects
layer3,889,"logo, person, water, animal, machine, apples"
layer4,314,animals and dome shapes
layer4,314,domes and bottles
layer4,314,"bottle, vase, dog, fencing, animal, roof"
layer4,1057,"tennis ball someone is wearing, a frog in a basket, insects, a baseball on the grass, a shark in the ocean"
layer4,1057,"animals, columns and balls"
layer4,1057,small bugs
layer4,1685,trees
layer4,1685,the sky
layer4,1685,sides of objects
layer2,35,colored shirts
layer2,35,red and blue colored objects
layer2,35,spots of color on crafted material
layer3,973,horns and beaks of animals
layer3,973,antlers of animals
layer3,973,sharp objects
layer4,570,"animals, metal objects and tools"
layer4,570,"arms and long, thin objects"
layer4,570,objects in peoples hands
layer4,482,numbers and text
layer4,482,text and patterns
layer4,482,snakes
layer4,1077,"seems of elvis, a girl dancing on a drain, a bird on the grass"
layer4,1077,"animals, water and jeans"
layer4,1077,brown monkeys
layer4,1672,"butterfly, monkey, my player, dog"
layer4,1672,"nature, animal"
layer4,1672,pictures of animal
layer3,200,"the taillight or headlight of a car or truck. kid wearing a glove, window on a door"
layer3,200,rectangular button like objects
layer3,200,"handle, glove, light"
layer2,154,grass and the color green
layer2,154,green areas on or around subject
layer2,154,green grass and trees
layer4,3,animals and towers
layer4,3,stone towers
layer4,3,objects that are on or nearby other objects
layer4,1177,water and animals that are gray
layer4,1177,fur texture and bodies of water
layer4,1177,human hands and water
layer4,772,striped objects
layer4,772,lines and grids on objects
layer4,772,backgrounds in pictures
layer4,1476,"dog, top of a building, desert sand, pasture, group of people"
layer4,1476,animals and natural backgrounds
layer4,1476,backgrounds in pictures
layer4,1926,"people, gourds and flags"
layer4,1926,areas with blue or red hues
layer4,1926,celebrations and holiday items
layer1,94,a dog chases a ball
layer1,94,the edges of where a particular color is changing into another color
